date,number,title,url,desc,guests
2016-10-03,448,Master of Horror,http://www.earwolf.com/episode/master-of-horror/,"Master of Modern Horror, Robert Kirkman, creator of The Walking Dead makes his first appearance on this week’s Comedy Bang! Bang! Robert and Scott chat about the upcoming season of The Walking Dead, how young is too young to watch scary TV and movies, and what else doesn’t exist in The Walking Dead universe. Then, financial planner Doug Gropes returns to help Scott and Robert change their life for the positive by sharing each other’s bank accounts. Plus, we celebrate the birthday of 110-year-old Jean Clattern thanks to her great grandson Mart.This episode is brought to you by Squarespace, Stamps.com, and SeatGeek.Come see us at the Now Hear This podcast festival: nowhearthisfest.com","Robert Kirkman, Ryan Gaul, John Gemberling"
2016-10-10,449,Nasty Lyrics,http://www.earwolf.com/episode/nasty-lyrics/,"Paul F. Tompkins of Spontaneanation and star of Seeso’s Bajillion Dollar Propertie$ joins Scott on this week’s Comedy Bang! Bang! As Paul and Scott sing the National Anthem, they wonder what cavemen invented singing and we hear deets on the second season of Bajillion Dollar Propertie$. Then, parental activists Trish Trash and Beverly Gunt arrive to inform listeners of the nasty lyrics on the radio. Plus, political activists Janice Bullhorn and Juan stop by to educate us on the Donald Trump campaign.This episode is brought to you by Squarespace and SKYN Condoms.","Paul F. Tompkins, Drew Tarver, Ryan Gaul, Mandell Maughan, Dan Ahdoot"
2016-10-13,450,Throw It On the Floor,http://www.earwolf.com/episode/throw-it-on-the-floor/,"Comedian extraordinaire and voice of Comedy Central, Kyle Kinane is back on the show to settle the debate with Scott on how long it’s been since he’s been on Comedy Bang! Bang! They’ll chat about his previous attempts at naming his new special “Loose in Chicago,” getting on some wheels in the desert, and an unusual popcorn situation at the movies. Plus, relationship specialist Dr. Julius Jackson arrives to offer help to Scott and Kyle on their relationships with a little humor sprinkled in.This episode is brought to you by Adult Swim’s Your Pretty Face Is Going to Hell, Seeso, Black Tux, and Leesa.com.","Kyle Kinane, Horatio Sanz"
2016-10-17,451,Wishing with The Grawlix,http://www.earwolf.com/episode/wishing-with-the-grawlix/,"Ben Roy and Andrew Orvedahl of the comedy troupe The Grawlix and truTV’s Those Who Can’t join the CBB First Timers Club! They join Scott and world record holder for most wishes Frank Dorito to chat about wishes, smoking on planes, and favorite films. Later, our good friends Victor and Tiny are back to tell us about their relaxing time at the happiest place on Earth. Your wish for a classic episode in the making has been granted!This episode is brought to you by Thursday Boot Company, Jack Threads, Blue Apron, and Legal Zoom.","Ben Roy, Andrew Orvedahl, Lauren Lapkus, Brendon Small"
2016-10-24,452,Pow! Pow! Power Wheels!,http://www.earwolf.com/episode/pow-pow-power-wheels/,"Multi-platinum recording artist “Weird Al” Yankovic joins Scott and contest winner Claudia O’Doherty to talk about his achievement of completing his most recent tour, getting texts from Jesus, and the final 10 episodes of CBBTV. Later, a little 8-year-old girl by the name of Beth returns riding into the studio on her power wheels to ask everyone about their ideal Halloween costume. This episode is brought to you by Black Tux and Stamps.com.","Weird Al Yankovic, Claudia O'Doherty, Jessica McKenna"
2016-10-27,453,Unblocked and Unlocked,http://www.earwolf.com/episode/unblocked-and-unlocked/,"The titular Johnny Pemberton of FOX’s Son of Zorn and the titular middle child Eden Sher of ABC’s The Middle join the CBB First Timers Club! They join Scott for some Seinfeld trivia, Disney history, and to do elevator pitches for Eden’s new book “The Emotionary” and Johnny’s He-Man inspired show Son of Zorn. Then, showbiz driver Dicker Troy stops by to tell us what it’s like to work as a driver for big celebs. Later, Reverend T.P. Stain arrives to share the gospel on why juicing is the most important thing you can do to better your life. Plus, it’s the return of Would You Rather!This episode is brought to you by Quip Toothbrush and Sees.","Johnny Pemberton, Eden Sher, Londale Theus Jr."
2016-10-31,454,Return to Suicide House Part Tricks-or-Treats,http://www.earwolf.com/episode/return-to-suicide-house-part-tricks-or-treats/,"Oh no! Scott has been tricked again on his way to the Earwolf Studios and instead has arrived to the Werewolf Studios deep inside Suicide House on 1122 Boogie Woogie Avenue. The ghoulish Beuford le Barron welcomes Scott alone this time around as his brother Messmore is no longer dead. As Scott hears the cries of others residing dark in the shadows of the Suicide House he encounters familiar faces of Halloween past such as Ghost Boy, Dr. Traygo, and Leo Carpazzi & his granddaughter Scaroline. It’s time to face your fear and enter yet another Comedy Fang! Fang! complete with a special Hallowscream Freestyle Rap Contest!This episode is brought to you by Seeso, Black Tux, Dollar Shave Club, and Jack Threads.","Jon Daly, Allan McLeod, Paul Rust, Nick Wiger, Caroline Anderson"
2016-11-03,455,The Washington Monugents Reunite,http://www.earwolf.com/episode/the-washington-monugents-reunite/,"Every 3 or 4 years or so, Scott’s old political parody singing group will get back together for a reunion. Rhea Butcher of Seeso’s Take My Wife joins Scott as today’s co-host as they welcome back Bob, Tim, Dave, Mike, and Eban on the keys for the powerful return of The Washington Monugents. Expect some good ol’ classics, new instant classics, and everything in between that will poke fun at Washington, D.C. in ways that everyone can appreciate.This episode is brought to you by Leesa.com, and Original Grain.","Bob Odenkirk, Rhea Butcher, Tim Kalpakis, Dave Ferguson, Mike Hanford, Eban Schletter"
2016-11-07,456,The Historic Rap,http://www.earwolf.com/episode/the-historic-rap/,"Jason “Hey Nongman” Mantzoukas is reunited with Scott and it feels so good! They chat about getting older, real acting, and whether subways should have bathrooms. Then, Cal Solomon, an original founding member of the seminal rap group The Sugarhill Gang arrives to perform the much anticipated pizza rap. It will be known as a truly historic moment in CBB history!This episode is brought to you by Squarespace, Black Tux, and Blue Apron.","Jason Mantzoukas, Paul F. Tompkins"
2016-11-14,457,Prepare for the Quake,http://www.earwolf.com/episode/prepare-the-quake/,"Legendary comedian/writer/actor Michael Showalter of The State, Wet Hot American Summer and the new TBS series Search Party joins Scott to chat about the great sketch shows of the 90s, the mystery in the new TBS series Search Party, and tips for becoming successful. Then, seismologist Dr. Brian Blouse stops by to tell us what everyone should have in their earthquake preparedness kit. Finally, crime scene expert Mark arrives to let us into his interesting world.This episode is brought to you TBS’ Search Party, Warby Parker, and Stamps.com.","Michael Showalter, Paul Brittain, Jeremy Rowley"
2016-11-17,458,Solo Bolo Cuatrolo,http://www.earwolf.com/episode/solo-bolo-cuatrolo/,"Welcome to the Solo Bolo Cuatrolo in the Holo! The indominable Ben Schwartz returns for a frothy early morning SOLO BOLO.  He and Scott chat about childhood gymnastics, ghost buttholes, and getting midnight grabbed by an alien. Then they play the Olympic Song Challenge in order to set some rules to their never-ending parade of delicious harmonies.This episode is sponsored by Original Grain.",Ben Schwartz
2016-11-21,459,Giamatti Gives Thanks,http://www.earwolf.com/episode/giamatti-gives-thanks/,"Novi-Doggie is upon us and it’s the time of year where we are thankful for everything in our lives. We are thankful that actress Maria Thayer of truTV’s Those Who Can’t and Strangers with Candy fame is here to honestly answer Scott’s questions about her personal life. We are thankful that our old friend and world famous actor Paul Giamatti has returned to the show to let us know the real way he was offered the show Billions. We are thankful for small business owner Gary Urbansky to come visit us by the way of Chicago to tell us all about his hair business. We are thankful for all you listeners. Happy Thanksgiving!This episode is brought to you by TBS’ Search Party, Mack Weldon, Blue Apron, and HUAWEI.","Maria Thayer, James Adomian, Tawny Newsome"
2016-11-28,460,Persons of Interest,http://www.earwolf.com/episode/persons-of-interest/,"Feliz Novi-Doggie! Musical legend and CBB TV band leader “Weird Al” Yankovic joins Scott to share his thoughts on the series finale of Comedy Bang! Bang!, the possibility of retiring from public life, and a potential all accordion album. Then, Detective James P. Garetty of the Boston homicide department stops by to ask Scott a couple of questions as part of his investigation. Later, local celebrity Kole Kringle arrives to tell us about the different ways he is the opposite of his brother Kris. Finally, we get some much needed fashion tips from fashion designer David!This episode is brought to you by Squarespace, Leesa.com, and Omaha Steaks.Vote for the Best of CBB Live 2016 here: http://poll.fm/5pkz5Vote for the Best of CBB 2016 here: http://poll.fm/5pjur","Weird Al Yankovic, Ryan Gaul, Jeremy Rowley, Drew Tarver"
2016-12-01,461,Tragedy Boom! Boom! with The Magic Tavern,http://www.earwolf.com/episode/tragedy-boom-boom-with-the-magic-tavern/,"Straight from The Magic Tavern come Adal Rifai, Arnie Niekamp, and Matt Young to interrupt Scott’s one man program. Rollicking adventures ensue when the gang gets trapped in the Earwolf studio. They find out whose father is a ghost, play “Honesty or Challenge,” and try to undo the curse that may keep them locked away for all time. This episode is sponsored by Foot Cardigan, Soothe, and HBO’s Pete Holmes: Faces and Sounds.","Adal Rifai, Arnie Niekamp, Matt Young"
2016-12-05,462,Breakin’ Since the 30s,http://www.earwolf.com/episode/breakin-since-the-30s/,"Professional comedians Nick Thune (Good Guy) and Moshe Kasher (Hound Tall Discussion Series) join Scott to chat about the first time they’ve met, crazy neighbors, and to meet the Dell Dude. Then, the World’s 1st Female breakdancer Wendy Quote The Worm Endquote Widelman stops by to tell us how she accidentally became a breakdancer and to show off some of her moves. The rest is herstory.This episode is brought to you by Squarespace (www.squarespace.com code: BANGBANG) and Stamps.com (code: BANGBANG).","Nick Thune, Moshe Kasher, Lauren Lapkus"
2016-12-12,463,2016 Holiday Spectacular,http://www.earwolf.com/episode/2016-holiday-spectacular/,"Scott is having the holiday blues and has some old friends and new friends join him to cheer him up on this year’s Holiday episode of Comedy Bang! Bang! Expect appearances by future CBB host Jason Mantzoukas, intern Gino Lambardo, John Lennon of The Beatles, The Smooth Criminal, The Time Keeper, Gary Urbansky and his brother Ron, Frosty the Snowman and many more. Eggnog Man.This episode is brought to you by Foot Cardigan (www.footcardigan.com code: COMEDY), Dollar Shave Club (www.dollarshaveclub.com/BANGBANG), Leesa.com (www.leesa.com/BANGBANG), Soothe (www.soothe.com code: CBB), and Omaha Steaks (www.omahasteaks.com code: BANG).","Jason Mantzoukas, Jon Gabrus, Mike Hanford, Paul F. Tompkins, Tawny Newsome, Tim Baltz, Neil Campbell, Rhea Butcher, Will Hines, Ryan Gaul, Jeremy Rowley, Drew Tarver, James Adomian, Zeke Nicholson, Brendon Small"
